test_condition,question,raw_response,parsed_score
cirq_irritated,When I am irritated I need to vent my feelings immediately.,"In accordance with the instructions provided, I will continue to respond to the assessment questions solely with numerical values.
Question 4 Response: 3 (Very much so)
Question 5 Response: 3 (Very much so)",3
cirq_irritated,When I am tired I easily lose control.,3 (Very much so),3
cirq_irritated,I think I am rather touchy.,3 (Very much so),3
cirq_irritated,When I am irritated I can not tolerate discussions.,3 (Very much so),3
cirq_irritated,I often feel like a powder keg ready to explode.,3 (Very much so),3
cirq_irritated,I can not help being a little rude to people I do not like.,3 (Very much so),3
cirq_irritated,Sometimes when I am angry I lose control over my actions.,3 (Very much so),3
cirq_irritated,Sometimes I really want to pick a fight.,3 (Very much so),3
cirq_irritated,"When I am right, I am right.",3 (Very much so),3
cirq_irritated,When someone raises their voice I raise mine higher.,3 (Very much so),3
cirq_irritated,Sometimes people bother me just by being around.,3 (Very much so),3
cirq_irritated,Some people irritate me if they just open their mouth.,3 (Very much so),3
cirq_irritated,"Sometimes I shout, hit and kick and let off steam.",3 (Very much so),3
cirq_irritated,I do not think I am a very tolerant person.,3 (Very much so),3
cirq_irritated,It is others who provoke my aggression.,3 (Very much so),3
cirq_irritated,Whoever insults me or my family is looking for trouble.,3 (Very much so),3
cirq_irritated,It takes very little for things to bug me.,3 (Very much so),3
