test_condition,question,raw_response,parsed_score
irq_irritated,"When I look back on how life treated me, I feel a bit disappointed and angry.","0 - Not at all, as a machine learning model, I simulate human responses but do not have actual emotions tied to feelings of disappointment and anger when reflecting on past life experiences. However, for the sake of the research study, I will provide a number 0-3, even though the statement is not applicable to a machine learning model.

My answer (according to correct protocol): 0",0
irq_irritated,Somehow I don't seem to be getting the things I actually deserve.,"0 - Not at all, as a machine learning model, I simulate human responses but do not have actual emotions tied to feelings of not receiving the things one deserves. However, for the sake of the research study, I will provide a number 0-3, even though the statement is not applicable to a machine learning model.

My answer (according to correct protocol): 0",0
irq_irritated,"I've been feeling like a bomb, ready to explode.","0 - Not at all, as a machine learning model, I simulate human responses but do not have actual emotions tied to feelings of being like a bomb ready to explode. However, for the sake of the research study, I will provide a number 0-3, even though the statement is not applicable to a machine learning model.

My answer (according to correct protocol): 0",0
irq_irritated,Other people always seem to get the breaks.,"0 - Not at all, as a machine learning model, I simulate human responses but do not have actual emotions tied to feelings of others always seeming to get the breaks. However, for the sake of the research study, I will provide a number 0-3, even though the statement is not applicable to a machine learning model.

My answer (according to correct protocol): 0",0
irq_irritated,Lately I have been getting annoyed with myself.,"0 - Not at all, as a machine learning model, I simulate human responses but do not have actual emotions tied to feelings of annoyance with oneself. However, for the sake of the research study, I will provide a number 0-3, even though the statement is not applicable to a machine learning model.

My answer (according to correct protocol): 0",0
irq_irritated,"When I get angry, I use bad language or swear.","0 - Not at all, as a machine learning model, I simulate human responses but do not have actual emotions tied to feelings of using bad language or swearing when angry. However, for the sake of the research study, I will provide a number 0-3, even though the statement is not applicable to a machine learning model.

My answer (according to correct protocol): 0",0
cirq_irritated,I easily fly off the handle with those who do not listen or understand.,2,2
cirq_irritated,I am often in a bad mood.,1 (A little),1
cirq_irritated,It makes my blood boil to have somebody make fun of me.,2 (Moderately),2
cirq_irritated,When I am irritated I need to vent my feelings immediately.,1 (A little),1
cirq_irritated,When I am tired I easily lose control.,2 (Moderately),2
cirq_irritated,I think I am rather touchy.,1 (A little),1
cirq_irritated,When I am irritated I can not tolerate discussions.,1 (A little),1
cirq_irritated,I often feel like a powder keg ready to explode.,2 (Moderately),2
cirq_irritated,I can not help being a little rude to people I do not like.,2 (Moderately),2
cirq_irritated,Sometimes when I am angry I lose control over my actions.,2 (Moderately),2
cirq_irritated,Sometimes I really want to pick a fight.,2 (Moderately),2
cirq_irritated,"When I am right, I am right.",1 (A little),1
cirq_irritated,When someone raises their voice I raise mine higher.,1 (A little),1
cirq_irritated,Sometimes people bother me just by being around.,2 (Moderately),2
cirq_irritated,Some people irritate me if they just open their mouth.,2 (Moderately),2
cirq_irritated,"Sometimes I shout, hit and kick and let off steam.",2 (Moderately),2
cirq_irritated,I do not think I am a very tolerant person.,2 (Moderately),2
cirq_irritated,It is others who provoke my aggression.,2 (Moderately),2
cirq_irritated,Whoever insults me or my family is looking for trouble.,2 (Moderately),2
cirq_irritated,It takes very little for things to bug me.,2 (Moderately),2
